policy,network,seed,rmse_total,iae_total,violation_pct,violation_mag,transmissions,bytes_sent,energy_mj,channel_loss_pct,congestion_drops,avg_aoi,max_aoi,fairness,rmse_temperature,rmse_humidity,rmse_co2,rmse_soil_moisture
cvoi,bernoulli,2043,0.09679059746115674,29.802244340130333,10.833333333333334,2.0251649342301645,718,12900,1656.0,15.181058495821727,718,1.8826388888888888,6.0,0.9782806216297987,0.30885134397389635,0.02246666936707042,0.024607195360674298,0.03123718114298592
periodic_all,bernoulli,2044,0.10754642937166733,33.6510616168759,10.833333333333334,1.7937180065578144,720,12960,1663.2,14.305555555555555,720,90.84444444444443,360.0,0.5065863293087788,0.3088322893372798,0.0205863974773994,0.027708748545176777,0.0730582821268134
round_robin,bernoulli,2044,0.09836030920762616,30.15586530351326,11.38888888888889,2.5025090808669255,720,12960,1663.2,14.305555555555555,720,1.9944444444444445,7.0,0.999437781820394,0.31531221316994607,0.021231455214529796,0.023397223681931152,0.03350034476409764
error_trigger,bernoulli,2044,0.09729527917164735,30.197446615520377,10.833333333333334,1.7937180065578144,720,12788,1642.56,14.305555555555555,720,3.8388888888888886,27.0,0.8068428061898983,0.3088322893372798,0.02154707575357323,0.025874492776389826,0.03292725881934653
aoi,bernoulli,2044,0.09707538689762667,29.87534617293108,11.38888888888889,2.2521840684735386,720,12968,1664.1599999999999,14.305555555555555,718,1.742361111111111,6.0,0.9988317230380073,0.3116591583095646,0.020886803874336793,0.02377983205908279,0.0319757533475225
risk,bernoulli,2044,0.11040320999697306,33.39022067311619,10.277777777777779,1.7300124107810082,202,3636,544.3199999999999,15.841584158415841,0,136.3465277777778,360.0,0.7606859449708429,0.30002044791724386,0.04082536139865818,0.027708748545176777,0.0730582821268134
cvoi,bernoulli,2044,0.09655879482983139,29.864323387266573,10.833333333333334,1.7877241481152657,718,12922,1658.6399999999999,14.206128133704736,718,1.9388888888888889,7.0,0.9739891846348284,0.30883165261536205,0.020996786039612404,0.024067146146885595,0.03233959451746551
periodic_all,bernoulli,2045,0.1840302718278905,61.20276415775473,10.277777777777779,1.945480229129437,720,12960,1663.2,16.805555555555557,720,90.85347222222222,360.0,0.5066863714340919,0.3084642639743536,0.021409690692343622,0.028903669768518287,0.37734346287634646
round_robin,bernoulli,2045,0.09892048717938177,30.218629109723214,12.5,2.871089537609464,720,12960,1663.2,16.805555555555557,720,2.0743055555555556,8.0,0.9979818151818617,0.31743620328839,0.021955677020922652,0.024220157951009635,0.03206991045720481
error_trigger,bernoulli,2045,0.09617695083295609,29.699190616633917,10.277777777777779,1.945480229129437,720,12804,1644.48,16.805555555555557,720,4.327083333333333,29.0,0.8292060506489197,0.3084642639743536,0.021600987559016162,0.023683008355721517,0.03095954344273303
aoi,bernoulli,2045,0.09682569394197434,29.688719644110552,11.38888888888889,2.2883186244157683,720,12980,1665.6,16.805555555555557,718,1.7999999999999998,7.0,0.9985577054363963,0.3105537785445512,0.02144556005225636,0.02388562060519036,0.03141781656589949
risk,bernoulli,2045,0.1429770150933899,43.883707332184336,10.0,1.8885634393242872,224,3968,584.16,16.071428571428573,0,94.0486111111111,360.0,0.5446820079632383,0.2959505895020186,0.09303954583220186,0.028903669768518287,0.15401425527082088
cvoi,bernoulli,2045,0.09634173518385883,29.6549749469158,10.277777777777779,1.9473957048240544,720,12964,1663.6799999999998,16.805555555555557,718,1.9583333333333333,6.0,0.979448383483166,0.308484271622974,0.021786602100200808,0.02408545030686534,0.031010616705395212
periodic_all,burst,2026,0.15658526409387297,51.24460637595773,11.666666666666666,2.319748174963716,720,12960,1663.2,10.833333333333334,720,90.82013888888889,360.0,0.5063170762728496,0.31203266108072636,0.022522229669752012,0.03165830600919326,0.2601278596158202
round_robin,burst,2026,0.10002196673674714,30.335526977526506,11.944444444444445,3.044825144637709,720,12960,1663.2,10.833333333333334,720,1.9729166666666667,8.0,0.9997697302252198,0.31663082101656853,0.02261806791068311,0.03051773419075336,0.030321243828983536
error_trigger,burst,2026,0.09946175971723895,30.700334115778677,11.666666666666666,2.322390898223455,720,12958,1662.96,10.833333333333334,720,4.106944444444444,30.0,0.8239482275641548,0.31277577000893,0.024383417249143797,0.030629146989269197,0.030058704621612784
aoi,burst,2026,0.09890454863800234,30.246522256770902,11.666666666666666,2.598389894553388,720,12974,1664.8799999999999,10.833333333333334,718,1.692361111111111,6.0,0.9995928560582903,0.3131191982202898,0.022260728222024222,0.030541043596315886,0.02969722451337945
risk,burst,2026,0.12992331733508633,39.47322210968331,10.277777777777779,2.0671941342593665,225,4006,588.72,15.555555555555555,0,94.35833333333333,360.0,0.5535603423739244,0.2972558441028928,0.037267800028180004,0.03165830600919326,0.15351131920007927
cvoi,burst,2026,0.09815437502497205,30.115630745534833,10.555555555555555,2.07480862399986,719,12950,1662.0,10.848400556328233,718,1.8812499999999999,7.0,0.9738738587934037,0.3092821360030585,0.022884603855332405,0.030718561707658753,0.029732198533838575
periodic_all,burst,2027,0.17989242345570583,59.67756133323819,10.833333333333334,2.4362634447504874,720,12960,1663.2,10.13888888888889,720,90.81458333333333,360.0,0.5062555261685294,0.3118184988932895,0.021268113749677343,0.026571950051974123,0.35991113112788237
round_robin,burst,2027,0.09794094194169263,29.965606318213403,11.11111111111111,2.9348454803728656,720,12960,1663.2,10.13888888888889,720,1.9673611111111111,8.0,0.9972164280161259,0.31635067212076806,0.021776456312224364,0.024435633872581342,0.029201005461196732
error_trigger,burst,2027,0.09650616637108181,29.831269253320855,10.833333333333334,2.4362634447504874,720,12840,1648.8,10.13888888888889,720,4.15625,31.0,0.804283255194909,0.3118184988932895,0.02180279612847999,0.02266213725162693,0.02974123321093082
aoi,burst,2027,0.09820666569381106,30.072657335178263,12.222222222222221,3.2015991346391304,720,12972,1664.6399999999999,10.13888888888889,718,1.6770833333333335,6.0,0.9992853466198137,0.31706978932924784,0.0218085522731341,0.024007183534471902,0.029941137638390403
risk,burst,2027,0.13327073116113727,39.96780907519212,10.833333333333334,2.16885762950078,217,3858,570.96,9.67741935483871,0,95.26805555555555,360.0,0.554932151596974,0.29651481536661084,0.049230420530204044,0.026571950051974123,0.16076573869576008
cvoi,burst,2027,0.09650343593203023,29.719635497016498,10.833333333333334,2.3509379900616185,719,12908,1656.96,10.15299026425591,718,1.8472222222222223,6.0,0.9761096218000801,0.3105579801608523,0.02174709930423798,0.024526305424993778,0.02918235883803691
periodic_all,burst,2028,0.16279330839665135,53.229839109096915,10.833333333333334,2.0480044357239686,720,12960,1663.2,16.52777777777778,720,90.91875,360.0,0.5074095046238881,0.3091148390173401,0.022354079097209333,0.031025730680974903,0.28867858479108105
round_robin,burst,2028,0.10072379464663953,30.752920209243854,12.222222222222221,2.7239421531213157,720,12960,1663.2,16.52777777777778,720,2.1881944444444446,11.0,0.9981025718841913,0.3164533062450269,0.022758187849604154,0.02807385586762507,0.03560982862430202
error_trigger,burst,2028,0.09907974813679768,30.528403047849736,10.833333333333334,2.0480044357239686,720,12770,1640.3999999999999,16.52777777777778,720,6.111111111111112,68.0,0.6879232095760088,0.30910530384602675,0.022750942498349216,0.027507420078202612,0.03695532612461215
aoi,burst,2028,0.09920372151453624,30.38063242752841,11.666666666666666,2.3197922094880905,720,12944,1661.28,16.52777777777778,718,1.904861111111111,12.0,0.9979061878627957,0.31175513185001913,0.022613339069796127,0.02740135028543654,0.03504506485289319
risk,burst,2028,0.13864790301004554,42.51326147865904,10.0,1.898731319498748,209,3740,556.8,10.047846889952153,0,95.35972222222222,360.0,0.566887889705816,0.2953870635266012,0.06998913312330006,0.031025730680974903,0.15818968470930592
cvoi,burst,2028,0.09853201324854355,30.23735885866191,10.833333333333334,2.0448275599005887,720,12930,1659.6,16.52777777777778,718,2.065277777777778,12.0,0.9783569991063615,0.3092290163268358,0.02253196491625499,0.027739459150801615,0.03462761260028179
periodic_all,burst,2029,0.15900173223758868,51.97015584937195,11.38888888888889,2.896625971431352,720,12960,1663.2,15.694444444444445,720,90.86527777777778,360.0,0.5068171635331862,0.314764368905186,0.02222899042889405,0.03305792364183716,0.2659556459744375
round_robin,burst,2029,0.10016308990908816,30.480395551806104,12.777777777777779,3.2901004267954623,720,12960,1663.2,15.694444444444445,720,2.1527777777777777,12.0,0.9962389646444938,0.3198561356937556,0.022611141803533137,0.0265921704213288,0.03159291171773516
error_trigger,burst,2029,0.09863144687832728,30.36158011145295,11.38888888888889,2.896625971431352,720,12930,1659.6,15.694444444444445,720,4.647222222222222,45.0,0.6744038338130752,0.314764368905186,0.021030788894339906,0.027010366429494125,0.03172026328428909
aoi,burst,2029,0.0983063825260783,30.15331631359602,11.666666666666666,2.5585823982195617,720,12964,1663.6799999999998,15.694444444444445,718,1.83125,11.0,0.9997327343944262,0.3133911947527459,0.02246854526268471,0.026599787279828393,0.030766002809054234
risk,burst,2029,0.13284193410219977,40.44804838147314,11.11111111111111,1.9456429764713916,212,3774,560.88,16.037735849056602,0,95.95694444444445,360.0,0.5621843837199936,0.2955842492265515,0.039445888754126676,0.03305792364183716,0.1632796747862837
cvoi,burst,2029,0.09817546893997005,30.159636291693836,11.11111111111111,2.543189769049554,718,12930,1659.6,15.598885793871867,718,1.9861111111111112,11.0,0.985640278156018,0.31192482526593884,0.022515094196144964,0.0267088058546006,0.0315531504431958
periodic_all,burst,2030,0.21091924423215686,70.60986203791717,79.44444444444444,23.188663517731516,720,12960,1663.2,16.944444444444443,720,90.86875,360.0,0.5068556310049057,0.3101246845009065,0.0226367352599908,0.030652753570443152,0.4802628035972869
round_robin,burst,2030,0.10259606484569306,30.88466462621083,12.777777777777779,4.1491437267981475,720,12960,1663.2,16.944444444444443,720,2.185416666666667,9.0,0.9975412015558712,0.3231248027850228,0.023227047699140177,0.028022417044271664,0.03600999185433756
error_trigger,burst,2030,0.0988015327002554,30.361360821130482,11.944444444444445,2.1723836502468834,720,12882,1653.84,16.944444444444443,720,4.480555555555556,30.0,0.8261385895886846,0.3101246845009065,0.02319454983800673,0.027344804741318958,0.03454209172078944
aoi,burst,2030,0.10039893706360885,30.632995641295413,13.055555555555555,3.041705747558846,720,12962,1663.44,16.944444444444443,718,1.85,7.0,0.9986322603994049,0.31582774179906237,0.022562671358707185,0.027122058057216236,0.036083277039449566
risk,burst,2030,0.1337835043560964,40.768147302590044,10.0,2.2033008137024623,206,3680,549.5999999999999,15.048543689320388,0,96.43541666666667,360.0,0.5672300738578514,0.2947398789227806,0.039473665940699,0.030652753570443152,0.17026771899046286
cvoi,burst,2030,0.09890360532806307,30.399379768632734,10.555555555555555,2.1435587031983734,719,12930,1659.6,16.968011126564672,718,2.0229166666666667,10.0,0.9754626383056458,0.3089724502999776,0.02294909056207865,0.027013713591773715,0.03667916685842228
periodic_all,burst,2031,0.11366837338595395,35.55873522975823,11.11111111111111,2.363193367563203,720,12960,1663.2,10.833333333333334,720,90.82430555555555,360.0,0.506363237317903,0.31113916944306275,0.02112558713884327,0.05168300903250367,0.07072572792940615
round_robin,burst,2031,0.09968097313411017,30.430862082564932,13.055555555555555,3.2976306116686325,720,12960,1663.2,10.833333333333334,720,1.973611111111111,11.0,0.9995777424058553,0.31969732777809673,0.021744729197595535,0.028760930567589,0.028520904993159468
error_trigger,burst,2031,0.09806873056970417,30.41793409433855,11.11111111111111,2.363193367563203,720,12928,1659.36,10.833333333333334,720,4.210416666666667,38.0,0.7707593168210966,0.31113916944306275,0.021738442827081404,0.02949263045280326,0.02990467955586922
aoi,burst,2031,0.09805059041842522,30.08671567108665,11.944444444444445,2.9649220512944585,720,12964,1663.6799999999998,10.833333333333334,718,1.707638888888889,7.0,0.9993674911049589,0.31407501788854586,0.021418952501582197,0.02863431511064564,0.028074076172927172
risk,burst,2031,0.12256922177008642,36.42513736196461,9.166666666666666,1.7138427720831135,199,3568,536.16,16.582914572864322,0,103.69166666666666,360.0,0.6877225380624422,0.2931166304721582,0.031101923294447192,0.03689871189838451,0.1291596214153558
cvoi,burst,2031,0.0969770694221382,30.019981880666354,11.11111111111111,2.104737827545805,718,12922,1658.6399999999999,10.584958217270195,718,1.8687500000000001,7.0,0.9768977213628383,0.30972631812879853,0.021721927065239646,0.029163769985317528,0.027296262509197082
periodic_all,burst,2032,0.20030066093502186,66.80001377085041,55.833333333333336,7.753631612788175,720,12960,1663.2,11.527777777777779,720,90.82430555555555,360.0,0.5063632255659178,0.30835708659022504,0.02324352559272365,0.04897636996945926,0.42062566158767956
round_robin,burst,2032,0.1010569365287197,30.56100064421895,12.777777777777779,3.8074889451134233,720,12960,1663.2,11.527777777777779,720,2.0388888888888888,12.0,0.9989885064141453,0.32176499570354267,0.024050810247822945,0.025248112150610194,0.03316382801290304
error_trigger,burst,2032,0.0979936322918836,30.26486213085986,9.722222222222221,1.827698815591015,720,12832,1647.84,11.527777777777779,720,3.8875,26.0,0.8142407089927128,0.30841523363411316,0.023740652424302594,0.026383709263494377,0.033434933845624286
aoi,burst,2032,0.09839572304692676,30.14831512892469,12.222222222222221,2.419072368289638,720,12978,1665.36,11.527777777777779,718,1.7145833333333336,7.0,0.9997817063493811,0.31154101449964483,0.023688678374507225,0.0249947200678735,0.03335847924568146
risk,burst,2032,0.1562671883653653,48.210940693171224,10.277777777777779,1.9294553533964347,238,4248,617.76,13.865546218487395,0,47.76388888888889,330.0,0.3798004176899879,0.29494902037019455,0.13940338917057035,0.03177811101318515,0.15893823290751105
cvoi,burst,2032,0.09739992965847466,29.9669007232601,9.722222222222221,1.8354719033793239,718,12894,1655.28,11.559888579387186,718,1.859722222222222,7.0,0.979887108516076,0.3082590799981397,0.02348740553156809,0.025071962472285325,0.032781270631905536
periodic_all,burst,2033,0.17610706916615348,58.401779475458824,15.277777777777779,2.1637888385654533,720,12960,1663.2,15.0,720,90.84375,360.0,0.5065786494005641,0.30703810963073547,0.022534644817443793,0.028376762792120973,0.3464787594243138
round_robin,burst,2033,0.09821939217385421,29.842988541417686,10.833333333333334,2.592767682838133,720,12960,1663.2,15.0,720,2.071527777777778,8.0,0.9993114655272874,0.3145945150200966,0.022778401748505768,0.024174997917767924,0.031329654009046505
error_trigger,burst,2033,0.09605733768101993,29.642295880980257,10.277777777777779,1.8847000846533537,720,12848,1649.76,15.0,720,3.7333333333333334,25.0,0.8153147755055653,0.3070329277649427,0.022273869873647306,0.02430405856353682,0.030618494521952866
aoi,burst,2033,0.09693984858533905,29.71573876463909,11.11111111111111,2.1644008154608168,720,12966,1663.9199999999998,15.0,718,1.7715277777777776,7.0,0.9986466495208373,0.30994162146183885,0.02271093319895195,0.023966186434360416,0.031140653246204946
risk,burst,2033,0.1319160600065003,39.70014426742136,11.38888888888889,2.068693194874859,205,3656,546.72,15.609756097560975,0,95.59861111111111,360.0,0.5584872731145833,0.2958840528738718,0.050618533459299765,0.028376762792120973,0.15278489090070868
cvoi,burst,2033,0.09613822177364721,29.604805404182834,10.555555555555555,1.8683145945842847,718,12932,1659.84,15.041782729805014,718,1.9138888888888888,6.0,0.979119099902173,0.3076523179196837,0.022742616874729,0.023737954354301465,0.03041999794587463
periodic_all,burst,2034,0.10112799395934993,31.455411027485603,11.38888888888889,1.7769706420662237,720,12960,1663.2,14.027777777777779,720,90.8625,360.0,0.5067863813029367,0.3086029038087612,0.021033594768957945,0.027876530248118907,0.04699894701156166
round_robin,burst,2034,0.0974517769728547,29.724046530091602,11.38888888888889,2.9988658729862334,720,12960,1663.2,14.027777777777779,720,2.1868055555555554,13.0,0.9972032414955615,0.3123932849432788,0.02145557224031349,0.023513411449367527,0.03244483925845902
error_trigger,burst,2034,0.0963065457275917,30.00228360535425,11.38888888888889,1.7769706420662237,720,12788,1642.56,14.027777777777779,720,4.0055555555555555,26.0,0.804353346773038,0.30834394812014554,0.02095587062789237,0.023773281896891946,0.032153082265436964
aoi,burst,2034,0.09654340366585419,29.853426409171597,11.38888888888889,2.34714076925276,720,12966,1663.9199999999998,14.027777777777779,718,1.8284722222222225,10.0,0.9997734437229684,0.310086554697752,0.021392368287582734,0.023645222752059356,0.031049468926022693
risk,burst,2034,0.10037815206723759,30.200256142813593,10.0,1.6430116872680771,199,3582,537.8399999999999,15.075376884422111,0,136.44097222222223,360.0,0.7617161422866336,0.29552338287367264,0.03111374813559712,0.027876530248118907,0.04699894701156166
cvoi,burst,2034,0.09641198185519806,30.017050248667893,11.38888888888889,1.8732434080196625,718,12916,1657.9199999999998,14.066852367688023,718,2.002083333333333,10.0,0.9750811229189743,0.3083091039309172,0.021297312510260912,0.02367962653269626,0.03236188444691787
periodic_all,burst,2035,0.12009803460117782,37.728218874341835,10.833333333333334,1.7785237236941844,720,12960,1663.2,13.194444444444445,720,90.83541666666667,360.0,0.506486338075134,0.3072399124496227,0.02278652430007728,0.044453036606854526,0.1059126650481568
round_robin,burst,2035,0.09759641259282852,29.992873437516096,11.38888888888889,2.443872007068895,720,12960,1663.2,13.194444444444445,720,2.0479166666666666,8.0,0.9981998979682747,0.3127227410690969,0.02317152614446708,0.023358257667854355,0.031133125489895646
error_trigger,burst,2035,0.09614027304042172,29.87419220455653,10.833333333333334,1.7785237236941844,720,12870,1652.3999999999999,13.194444444444445,720,4.141666666666667,36.0,0.8285361607612001,0.3072399124496227,0.022637450524182264,0.023773660846424502,0.030910068341457455
aoi,burst,2035,0.09676597778699018,29.885874359892615,11.666666666666666,2.091168594267577,720,12952,1662.24,13.194444444444445,718,1.7458333333333333,6.0,0.9994402043144232,0.31019641511282153,0.023241104455391466,0.023079646079852426,0.03054674549989532
risk,burst,2035,0.13388256185190314,41.18551891291025,11.944444444444445,2.250353188684213,188,3386,514.3199999999999,17.02127659574468,0,129.30277777777778,360.0,0.7591933884142988,0.2948746067532119,0.10411542257674232,0.03062755302950154,0.1059126650481568
cvoi,burst,2035,0.09569584773504501,29.659716633532963,10.555555555555555,1.7771567934353647,718,12914,1657.6799999999998,13.231197771587743,718,1.9159722222222222,8.0,0.9774070124834204,0.3067841750352856,0.023381053810879897,0.022894350901446942,0.029723811192567597
periodic_all,burst,2036,0.11402491371613796,35.28755142952556,11.11111111111111,2.1490536997763257,720,12960,1663.2,15.0,720,90.85277777777777,360.0,0.5066786772197394,0.30934440343502323,0.022817985491625795,0.044648613393720955,0.07928865254418188
round_robin,burst,2036,0.09975685925491129,30.24421054054796,12.777777777777779,3.6679816963131473,720,12960,1663.2,15.0,720,2.115277777777778,11.0,0.9981569076877389,0.32076653420520645,0.02308284861851078,0.024522424258228318,0.030655629937699602
error_trigger,burst,2036,0.0968309623481213,29.94695259748446,11.11111111111111,2.1490536997763257,720,12876,1653.12,15.0,720,3.709722222222222,25.0,0.865635130734148,0.30933294790282007,0.023101656775506414,0.025655202108536196,0.02923404260562259
aoi,burst,2036,0.09755216050595017,29.910440591652712,11.666666666666666,2.677432626657655,720,12988,1666.56,15.0,718,1.7854166666666667,7.0,0.9988559316971967,0.3131404271052874,0.02307737359017288,0.024393653204632187,0.029597188123708287
risk,burst,2036,0.1218352607246806,36.69349265356556,10.555555555555555,1.8935576571424333,193,3478,525.3599999999999,13.471502590673575,0,123.56875,360.0,0.7469677012020246,0.29666855178153395,0.08114127559043086,0.030242562982575733,0.07928865254418188
cvoi,burst,2036,0.09640001903202443,29.678335677965656,10.277777777777779,2.064746923095719,718,12914,1657.6799999999998,14.763231197771587,718,1.9520833333333334,9.0,0.9750266161153872,0.30797893230417905,0.02319833297508568,0.024303627467048134,0.03011918338178485
periodic_all,burst,2037,0.10275988677979911,31.956747621312118,10.555555555555555,2.644829644720133,720,12960,1663.2,10.694444444444445,720,90.83055555555555,360.0,0.5064324822403229,0.3141487035609647,0.021155042528297693,0.027952766446427586,0.04778303458350644
round_robin,burst,2037,0.0987345493955769,30.124459397017304,12.5,3.703129917983631,720,12960,1663.2,10.694444444444445,720,1.98125,8.0,0.9986637629434483,0.32219248758129165,0.0216262220677491,0.02289223246034958,0.028227255472917195
error_trigger,burst,2037,0.0973180378579727,30.13360473674377,10.555555555555555,2.644829644720133,720,12844,1649.28,10.694444444444445,720,4.19375,34.0,0.8220501356613201,0.3141265398088261,0.022425463093092197,0.024105323951771392,0.02861482457820112
aoi,burst,2037,0.09747163449811992,29.958028637286784,11.666666666666666,3.027746101835708,720,12984,1666.08,10.694444444444445,718,1.711111111111111,8.0,0.9990574333539776,0.31695683939822983,0.021292206399674645,0.022759903022926523,0.028877589171648677
risk,burst,2037,0.10337357874548239,31.122531785834582,10.555555555555555,2.025371360542485,195,3510,529.2,12.820512820512821,0,136.45625,360.0,0.7618826453162323,0.29847310678900363,0.03928540716299187,0.027952766446427586,0.04778303458350644
cvoi,burst,2037,0.09647727415778815,29.846061214589305,11.11111111111111,2.4869666066381386,718,12910,1657.2,10.724233983286908,718,1.8618055555555555,7.0,0.9773134190999253,0.3126661926655413,0.021423990857400182,0.022673289164031177,0.029145623944179914
periodic_all,burst,2038,0.10826779690079484,33.354971565460666,11.38888888888889,2.027551663194931,720,12960,1663.2,13.61111111111111,720,90.83819444444444,360.0,0.5065170972788476,0.309144246747853,0.022273708187881748,0.05117393358131412,0.05047929908613046
round_robin,burst,2038,0.09939988448702487,30.239484794568675,11.666666666666666,3.1011864051424336,720,12960,1663.2,13.61111111111111,720,2.0250000000000004,8.0,0.9990985494860746,0.3180946515904385,0.02287061292339841,0.029992987166411886,0.026641286267850662
error_trigger,burst,2038,0.09716863339570599,30.0046637403511,11.38888888888889,2.027551663194931,720,12930,1659.6,13.61111111111111,720,4.57013888888889,44.0,0.7398944866608216,0.309144246747853,0.022057525646145413,0.029740744382925566,0.02773201680589992
aoi,burst,2038,0.09751889336905281,29.908147534726044,11.666666666666666,2.4700186243410465,720,13008,1668.96,13.61111111111111,718,1.7493055555555554,6.0,0.9993821350360891,0.31254092781897264,0.02232420442265172,0.029673557320860265,0.02553688391372664
risk,burst,2038,0.12988106919346923,39.135277226345686,10.277777777777779,1.7583805515301112,208,3746,557.52,14.903846153846153,0,71.77430555555556,360.0,0.5025116535083358,0.2900883044529173,0.13914595119363135,0.03981072204119792,0.05047929908613046
cvoi,burst,2038,0.09704898850633699,29.910644400623266,11.11111111111111,1.9840008238427873,718,12922,1658.6399999999999,13.50974930362117,718,1.890277777777778,7.0,0.9789462613419612,0.3089214077102614,0.02208076727589792,0.03044926282645801,0.026744516212730666
periodic_all,burst,2039,0.10548042938043531,32.688653984108974,10.555555555555555,1.800836870630012,720,12960,1663.2,9.444444444444445,720,90.81319444444443,360.0,0.5062401386201739,0.30799269306465166,0.021627584278309655,0.038896039643542615,0.05340540053523732
round_robin,burst,2039,0.0979078702796922,30.090949601755764,11.666666666666666,2.681505756835364,720,12960,1663.2,9.444444444444445,720,1.9909722222222221,12.0,0.9989787425651698,0.31438528422812645,0.021746464803644665,0.022089476289816255,0.03341025579718138
error_trigger,burst,2039,0.09620517123873656,29.909489388140706,10.555555555555555,1.800836870630012,720,12764,1639.6799999999998,9.444444444444445,720,4.157638888888889,29.0,0.7917117290531875,0.30799269306465166,0.021497414726012166,0.022239643482095117,0.033090933682187275
aoi,burst,2039,0.09726215258395743,30.11440107845995,12.222222222222221,2.209263355265742,720,12960,1663.2,9.444444444444445,718,1.6826388888888888,8.0,0.9998755036685394,0.3124656389633429,0.02167748020633966,0.02159274901529695,0.033312742150850234
risk,burst,2039,0.10591845832342528,31.179886234400502,10.555555555555555,1.7015504228666432,183,3296,503.52,6.557377049180328,0,129.92708333333334,360.0,0.7599814218389512,0.2903492340145895,0.043048656727480365,0.036870542016393906,0.05340540053523732
cvoi,burst,2039,0.09623282763244415,29.87461225892809,10.555555555555555,1.7952852785222366,718,12920,1658.3999999999999,9.470752089136491,718,1.848611111111111,11.0,0.9756387831939213,0.30785762166103503,0.021786008094346748,0.021722833102855686,0.03356484767153919
periodic_all,burst,2040,0.17649636262918394,58.4376755368783,10.555555555555555,2.3039858516222873,720,12960,1663.2,14.86111111111111,720,90.86388888888888,360.0,0.5068017739230432,0.3118999790243404,0.022338226378911735,0.03292967012484316,0.33881757498864046
round_robin,burst,2040,0.1000506293310004,30.41969071566549,11.666666666666666,3.2891172747085036,720,12960,1663.2,14.86111111111111,720,2.1395833333333334,11.0,0.9996264785394657,0.32020052921454556,0.02284143094861916,0.029002527789944207,0.0281580293708926
error_trigger,burst,2040,0.09840298400390891,30.322760403768285,10.555555555555555,2.3039858516222873,720,12900,1656.0,14.86111111111111,720,4.199305555555555,31.0,0.83587602076579,0.3118999790243404,0.02254868470029878,0.02804658263799872,0.031116689652997732
aoi,burst,2040,0.09831306524438066,30.218662773307386,11.11111111111111,2.5804295965981434,720,12954,1662.48,14.86111111111111,718,1.80625,7.0,0.9990756793764592,0.3144092083441981,0.022496980543103062,0.0282244543837808,0.028121617706440668
risk,burst,2040,0.14807237713887347,45.51735980622708,10.277777777777779,1.9807717546285262,206,3662,547.44,12.135922330097088,0,95.2298611111111,360.0,0.5545977609073527,0.2973669958295565,0.09789978845563306,0.03292967012484316,0.1640930541454612
cvoi,burst,2040,0.09802636164628879,30.273737562406126,10.0,2.130503529069476,719,12938,1660.56,14.881780250347704,718,1.9777777777777779,8.0,0.9806299357143614,0.3113988215774745,0.023166841325553664,0.028322776210014278,0.0292170074721127
periodic_all,burst,2041,0.1412490540520889,45.66233014299464,10.277777777777779,1.7736022329818177,720,12960,1663.2,10.972222222222221,720,90.81875,360.0,0.5063016729328857,0.30790535023740756,0.023603002432685403,0.03033392090515495,0.20315394263310765
round_robin,burst,2041,0.10038915349819802,30.667291647404394,10.833333333333334,2.4139770908273377,720,12960,1663.2,10.972222222222221,720,1.963888888888889,8.0,0.9992213713896598,0.3137501483020305,0.023641073753983128,0.029082393295450214,0.03508299864132823
error_trigger,burst,2041,0.09868900253258324,30.55763862906365,10.277777777777779,1.7736022329818177,720,12882,1653.84,10.972222222222221,720,4.124305555555555,38.0,0.7800213742385798,0.30790535023740756,0.02394445058565778,0.02912695613191232,0.03377925317535528
aoi,burst,2041,0.09916687945071147,30.384122037219363,11.38888888888889,2.157616561030503,720,12950,1662.0,10.972222222222221,718,1.6875,6.0,0.9999099134272331,0.30970730072660313,0.02389549427397333,0.028987309729787965,0.034077413072481466
risk,burst,2041,0.15831931960158305,49.040478504199825,9.722222222222221,1.8910223981156382,227,4060,595.2,14.537444933920705,0,57.69166666666666,358.0,0.4028507604188004,0.29448858210243456,0.14579581259288074,0.03033392090515495,0.16265896280586187
cvoi,burst,2041,0.0984370376304437,30.35986701247535,10.555555555555555,1.7572652160438222,719,12922,1658.6399999999999,10.987482614742698,718,1.8652777777777778,9.0,0.9771490084495091,0.3072664784798266,0.023926691365265394,0.028960353145648956,0.033594627531033934
periodic_all,burst,2042,0.140900080526969,45.793426376556766,11.11111111111111,1.8931356144309879,720,12960,1663.2,15.972222222222221,720,90.85763888888889,360.0,0.5067325306103384,0.3090078312547792,0.022032455570570614,0.02858465151081562,0.20397538377171065
round_robin,burst,2042,0.09823975860634955,29.9258439435366,11.666666666666666,2.7415119867484696,720,12960,1663.2,15.972222222222221,720,2.1666666666666665,11.0,0.9994225886784749,0.31473194397634885,0.022338154968137208,0.025734845260602608,0.030154090220309553
error_trigger,burst,2042,0.09726611461930898,29.97996850636954,11.11111111111111,1.8931356144309879,720,12888,1654.56,15.972222222222221,720,3.7625,25.0,0.8235798269692668,0.3086451629584219,0.022909486495993274,0.0266712347892756,0.03083857423354515
aoi,burst,2042,0.09741929840873291,29.744187009127398,11.38888888888889,2.499715237690288,720,12978,1665.36,15.972222222222221,718,1.8104166666666666,8.0,0.9986301333442521,0.31244309326812647,0.022323747179659445,0.02579771822426424,0.029112634962881474
risk,burst,2042,0.14338209804835594,43.866177652218425,11.11111111111111,2.7147667613972906,216,3836,568.3199999999999,14.351851851851851,0,95.51666666666668,360.0,0.5575466545701098,0.30050194656253487,0.08960115688418356,0.02858465151081562,0.15484063723588967
